"Cui...dado...","Be...ware...","Ten... cuidado..."
"""Apenas uma forma é real. As outras são falsas.""","""Only one form is real. The others are false.""","""Solo una forma es real. Las demás son falsas""."
"""A forma real sempre falará a verdade.""","""The real form will always speak the truth.""","""La forma real dirá siempre la verdad""."
"""As falsas só falarão mentiras.""","""The false ones will only speak lies.""","""Las falsas no contarán más que mentiras""."
"Com isso, o pássaro partiu. Como se fosse uma deixa, as três estátuas tremeram e tomaram vida, adquirindo cor e forma conforme começavam a respirar.","With that, the bird departed. As if on cue, the three statues shuddered to life, acquiring color and form as they began to breathe. ","Tras ello, el pájaro alzó el vuelo y se marchó. Las tres figuras, como reaccionando a lo acontecido, comenzaron a cobrar vida, adquiriendo forma y color paulatinamente. "
"""Ei, olha só isso"", disse <NIER>. ""Elas estão vivas.""","""Hey, look at that,"" said <NIER>. ""They're alive.""","""Eh, mira"", dijo <NIER>. ""Están vivas""."
"Os trigêmeos se curvaram diante de <NIER>.","The triplets bowed low before <NIER>.","El trío se inclinó ante <NIER>."
"""Por favor!"" disse Alpha. ""Você tem que me tirar desse pesadelo! Eu sou real!""","""Please!"" said Alpha. ""You have to get me out of this nightmare! I am real!""","""¡Por favor!"", dijo Alfa. ""¡Tienes que librarme de esta pesadilla! ¡Yo soy real!""."
"""Para de mentir!"" disse Beta. Ele se virou para <NIER> e jogou suas mãos para o alto. ""Alpha é falso, você sabe. Eu sou o verdadeiro!""","""Stop lying!"" said Beta. He turned to <NIER> and threw his hands in the air. ""Alpha's a fake, you know. I'm the real one!""","""¡Deja de mentir!"", dijo Beta. Se giró hacia <NIER> y alzó las manos. ""Alfa es falso, ¿sabes? ¡Yo soy real!""."
"""Que mentira!"" disse Gamma. ""Beta é falso! Todo mundo sabe que eu sou o único real por aqui.""","""What a load of crap,"" said Gamma. ""Beta is a fake! Everyone knows I'm the only real one around here.""","""¡Dejaos ya de cuentos!"", dijo Gamma. ""¡Beta es falso! ¡Todo el mundo sabe que aquí el único real soy yo!""."
"Com suas alegações ouvidas, as três estátuas retornaram ao seu estado congelado enquanto o silêncio mais uma vez envolveu a cidade.<PAGE>","Their respective pleas given, the three statues returned to their frozen state as silence once again enveloped the city.<PAGE>","Una vez dicho lo que tenían que decir, las tres figuras regresaron a su estado pétreo y el silencio envolvió nuevamente la ciudad.<PAGE>"
"""Quando você considera todas as declarações, apenas uma delas pode ser a verdadeira"", disse Weiss.","""When you consider all of the statements, only one of them could be the real thing,"" said Weiss.","""Teniendo en cuenta lo que han dicho, solo uno puede ser el real"", dijo Weiss."
"<NIER> franziu as sobrancelhas e considerou sua resposta.","<NIER> furrowed his eyebrows and considered his answer.","<NIER> frunció el ceño y evaluó la respuesta."
"""Apenas uma forma é real. As outras são falsas.""<LF>""A forma real sempre falará a verdade.""<LF>""As falsas só falarão mentiras.""<LF>","""Only one form is real. The others are false.""<LF>""The real form will always speak the truth.""<LF>""The false ones will only speak lies.""<LF>","""Solo una forma es real. Las demás son falsas"".<LF>""La forma real dirá siempre la verdad"".<LF>""Las falsas no contarán más que mentiras"".<LF>"
"<LIST=1096>""O verdadeiro é o Alpha.""</LIST><LF><LIST=1099>""O verdadeiro é o Beta.""</LIST><LF><LIST=1097>""O verdadeiro é o Gamma.""</LIST><LF><LIST=1098>""Não faço ideia...""</LIST>","<LIST=1096>""The real one is Alpha.""</LIST><LF><LIST=1099>""The real one is Beta.""</LIST><LF><LIST=1097>""The real one is Gamma.""</LIST><LF><LIST=1098>""I don't have a clue...""</LIST>","<LIST=1096>""La real es Alfa"".</LIST><LF><LIST=1099>""La real es Beta"".</LIST><LF><LIST=1097>""La real es Gamma"".</LIST><LF><LIST=1098>""No tengo ni idea..."".</LIST>"
"""O verdadeiro é Alpha.""","""The real one is Alpha.""","""La real es Alfa""."
"Os olhos das estátuas brilhavam com uma luz estranha.","The eyes of the statues shone with an eerie light.","Los ojos de las figuras comenzaron a refulgir con un brillo aterrador."
"A luz ficou mais forte e mais forte, até que <NIER> e Weiss foram obrigados a se virar.","The light grew stronger and stronger, until <NIER> and Weiss were forced to turn away.","La luz se hizo más y más fuerte, obligando a <NIER> y a Weiss a apartar la mirada."
"""O verdadeiro é Gamma.""","""The real one is Gamma.""","""La real es Gamma""."
"Os olhos das estátuas brilhavam com uma luz estranha.","The eyes of the statues shone with an eerie light.","Los ojos de las figuras comenzaron a refulgir con un brillo aterrador."
"A luz ficou mais forte e mais forte, até que <NIER> e Weiss foram obrigados a se virar.","The light grew stronger and stronger, until <NIER> and Weiss were forced to turn away.","La luz se hizo más y más fuerte, obligando a <NIER> y a Weiss a apartar la mirada."
"""Não faço ideia...""","""I don't have a clue...""","""No tengo ni idea...""."
"<NIER> olhou atentamente para as estátuas e tentou clarear sua mente.","<NIER> took a long look at the statues and tried to clear his mind.","<NIER> observó fijamente las figuras e intentó aclarar sus pensamientos."
"""O verdadeiro é Beta.""","""The real one is Beta.""","""La real es Beta""."
"Embora a voz de <NIER> tenha traído uma notável falta de confiança, ele ficou aliviado ao ver Weiss concordando com ele.","Though <NIER>'s voice betrayed a notable lack of confidence, he was relieved to see Weiss nodding at him.","La voz dejaba a las claras que no estaba convencido del todo de su respuesta, pero se sintió aliviado cuando vio que Weiss hacía un gesto de afirmación."
"""Se Alpha estivesse dizendo a verdade"", começou Weiss com o tom seco de um palestrante, ""Beta e Gamma seriam falsos. Mas nesse caso, a afirmação de Gamma de que Beta é falso seria a verdade, mesmo que Gamma seja um mentiroso. Portanto, essa teoria desmorona.""","""If Alpha were telling the truth,"" began Weiss in the dry tones of a lecturer, ""Beta and Gamma would be fakes. But in that case, Gamma's claim that Beta is fake would be the truth, even though Gamma is a liar. Therefore, that theory crumbles.""","""Si Alfa estuviera diciendo la verdad"", comenzó a decir Weiss con tono de profesor, ""Beta y Gamma serían falsos. En dicho caso, la afirmación de Gamma de que Beta es falso sería verdadera, pese a estar mintiendo. Por todo ello, la teoría hace aguas""."
"""Agora vamos presumir que Gamma falou a verdade. Isso faz de Alpha e Beta mentirosos. Nessa situação, no entanto, Beta está chamando Alpha de mentiroso, o que nos deixaria com duas estátuas dizendo a verdade.""","""Now let us presume that Gamma spoke the truth. That makes Alpha and Beta liars. In this situation, however, Beta is calling Alpha a liar, which would leave us with two statues telling the truth.""","""Ahora supongamos que Gamma decía la verdad. Eso convertiría en mentirosos a Alfa y a Beta. Sin embargo, Beta dice que Alfa es un mentiroso, con lo que tendríamos dos figuras diciendo la verdad""."
"""Finalmente, vamos presumir que Beta está dizendo a verdade. Se assim for, as mentiras de Alpha e Gamma teriam sentido. Portanto, Beta deve ser real.""","""Finally, let us assume that Beta is telling the truth. If so, Alpha and Gamma's lies would make sense. Therefore, Beta must be real.""","""Finalmente, demos por sentado que Beta está diciendo la verdad. Las mentiras de Alfa y Beta encajarían. Por lo tanto, Beta tiene que ser real""."
"Ao terminar sua explicação, Weiss, Alpha e Gamma se desfizeram em poeira silenciosamente, enquanto Beta voltou a vida novamente.","As Weiss finished his explanation, Alpha and Gamma crumbled soundlessly into dust, while Beta sprang to life once more. ","Cuando Weiss terminó de explicar su razonamiento, Alfa y Gamma se desmoronaron ruidosamente hasta convertirse en polvo, y Beta volvió de nuevo a la vida. "
"""Parabéns, aldeão"", disse Weiss em um tom alegre. ""O momento de despertar chegou.""","""Congratulations, villager,"" said Weiss in a cheerful voice. ""The time to awaken has arrived.""","""Enhorabuena, aldeano"", dijo Weiss con voz jubilosa. ""La hora de despertar ha llegado""."
"""Obrigado por me salvar!"" gritou o aldeão.","""Thank you for saving me!"" cried the villager.","""¡Gracias por salvarme!"", gritó el aldeano."
"Ele caiu de joelhos e curvou a cabeça o máximo que pôde antes de um desconfortável <NIER> puxá-lo para os pés.","He dropped to his knees and bowed his head as low as it could go before an uncomfortable <NIER> pulled him to his feet.","Se arrodilló e inclinó la cabeza todo lo que pudo ante <NIER>, quien, incómodo por la situación, lo volvió a poner en pie."
"""Por que você teve um sonho como esse?"" perguntou Weiss. ""Você já esteve nesta cidade antes?""","""Why did you have a dream like this?"" asked Weiss. ""Have you been to this city before?""","""¿Por qué has tenido un sueño así?"", preguntó Weiss. ""¿Habías estado antes en esta ciudad?""."
"O aldeão olhou lentamente ao redor dos objetos bizarros e esculturas que pontilhavam a paisagem, depois balançou a cabeça.","The villager slowly looked around at the bizarre objects and sculptures that dotted the landscape, then shook his head.","El aldeano observó lentamente los extraños objetos y esculturas que había dispersos a su alrededor. Luego, negó con la cabeza."
"""Eu... eu não acho que sim. Quer dizer, é impossível, certo!? Não há como eu já ter estado em um lugar assim... mas ao mesmo tempo, sinto como se já tivesse visto isso antes.""","""I...I don't think so. I mean, it's impossible, right!? There's no way I could have ever been to a place like this...but at the same time, I feel like I've seen it before.""","""Cre-creo que no. A ver, es que es imposible, ¿no? Es imposible que haya estado en un lugar como este... Pero al mismo tiempo, me resulta familiar""."
"""Déjà vu"", murmurou <NIER>. ""Assim como o prefeito.""","""Déjà vu,"" muttered <NIER>. ""Just like the mayor.""","""Un <FONT=ITALIC>déjà vu</FONT>"", contestó <NIER>. ""Como el alcalde""."
"A vaga sensação de desconforto que atingiu <NIER> durante o sonho do prefeito espalhou-se mais uma vez por sua mente.","The vague sense of unease that struck <NIER> during the mayor's dream spread once more through his mind. ","La ligera sensación de inquietud que había percibido <NIER> durante el sueño del alcalde, volvió a hacer acto de presencia en su mente. "
"Eu simplesmente não suporto mais uma dessas conversas infernais. Vamos deixar para outra hora.","I simply cannot bear another of these infernal conversations. Let us save it for another time.","Ahora mismo no puedo soportar otra de estas conversaciones infernales. Dejémoslo para otro momento."
"""Ah! Olá novamente! <STOP> Sabe, tenho tentado descobrir uma maneira de agradecer por me salvar e acho que consegui. <STOP> Vamos colocar uma estátua sua! Ela terá dez pés de altura e será feita de ouro puro. <STOP> Ah, e eu sei que você não tem um cavalo, mas acho que vamos colocá-lo em um mesmo assim. Cavalos fazem as pessoas parecerem mais heroicas, sabe?"" <PAGE>","""Ah! Hello again! <STOP>You know, I've been trying to figure out a way to thank you for saving me, and I think I've got it. <STOP>We're going to put up a statue of you! It will be ten feet high and made of pure gold. <STOP>Oh, and I know you don't own a horse, but I think we'll put you on one anyway. Horses just make people look more heroic, you know?""<PAGE>","""¡Ah, hola de nuevo! <STOP>¿Sabes? He estado pensando en cómo podría agradecerte haberme salvado, y creo haber dado con la solución. <STOP>¡Vamos a erigirte una estatua! Será de unos tres metros, de oro macizo. <STOP>Ah, y ya sé que no tienes caballo, pero te pondremos a lomos de uno de todos modos. Los caballos le dan un aire más heroico a todo el mundo, ¿sabes?"".<PAGE>"
"""Como é que é? Você não quer uma estátua? <STOP> Ah. Eu pensei que você ia adorar.""","""How's that? You don't want a statue? <STOP>Oh. I thought you'd really enjoy it.""","""¿Cómo? ¿Que no quieres una estatua? <STOP>Vaya, pensé que te encantaría""."
"""Independentemente disso, graças aos seus esforços incansáveis, nossa vila está em paz mais uma vez. E com ervilhas. <STOP> Ah hah hah! Isso é uma piada agrícola.""<PAGE>","""Regardless, thanks to your tireless efforts, our village is at peace once more. And at peas. <STOP>Ah hah hah! That's a little agricultural joke right there.""<PAGE>","""En fin, gracias a tus inagotables esfuerzos, volvemos a vivir en paz en nuestra aldea. Hemos recuperado la paz contigo. Y con trigo. <STOP>¡Ja, ja, ja! Una bromilla agrícola para aderezar el momento"".<PAGE>"
"""Enfim, tenho pensado em outras coisas além de piadas ruins e estátuas. Também decidi que precisamos começar a realizar o festival da vila novamente. <STOP>Nós costumávamos fazê-lo todos os anos, mas o último prefeito achou que era antiquado ou algo assim e acabou com ele. <STOP>Mas como eu sou o prefeito, posso começar de novo! <STOP>Isso não é abusar do meu poder ou algo assim?""<PAGE>","""Anyway, I've been thinking about other things besides bad jokes and statues. I've also decided that we need to start holding the village festival again. <STOP>We used to have it every year, but the last mayor thought it was old-fashioned or something and he killed it. <STOP>But since I'm the mayor, I can start it up again! <STOP>That's not abusing my power or anything, is it?""<PAGE>","""Bueno, chistes malos y estatuas aparte, también he pensado que deberíamos volver a celebrar el festival de la aldea. <STOP>Antes lo hacíamos todos los años, pero el último alcalde opinaba que se había quedado desfasado y decretó que se clausurase. <STOP>Ahora el alcalde soy yo, ¡así que puedo volver a instaurarlo! <STOP>Eso no es abuso de poder ni nada por el estilo, ¿verdad?"".<PAGE>"
"""O que é isso? Quer ouvir sobre o festival? <STOP>Bem, o nome oficial é A Festa dos Três Dias. Chamamos assim porque todos se sentam ao redor de uma mesa enorme e comem por três dias seguidos. Dormir não era permitido! <STOP>Oh, e realizamos isso nos dias mais nebulosos do ano, então é difícil dizer o que você pode comer. <STOP>Alguns dos pratos são deliciosos, mas alguns são muito raros e ... bem, há algumas coisas estranhas neles. Deixemos assim. <STOP>De qualquer forma, você ficaria bastante surpreso com o que pode comer quando não dorme por alguns dias.""<PAGE>","""What's that? You want to hear about the festival? <STOP>Well, the official name is The Feast of the Three Days. We call it that because everyone sits around a huge table and eats for three days straight. No sleeping allowed! <STOP>Oh, and we hold it on the foggiest days of the year, so it's hard to tell what you're eating. <STOP>Some of the dishes are delicious, but some are really rare and...well, there's some weird stuff in them. Let's leave it at that. <STOP>Anyway, you'd be pretty surprised what you can eat when you haven't slept for a couple of days.""<PAGE>","""¿El qué? ¿Que quieres que te hable del festival? <STOP>Bueno, su nombre oficial es Festival de los tres días. Se llama así porque todos se sientan a comer en una mesa enorme tres días seguidos. ¡Dormir no está permitido! <STOP>Ah, y lo organizamos en los días más brumosos del año, para que no resulte fácil discernir lo que te estás comiendo. <STOP>Hay platos deliciosos, pero otros son un poco atípicos y llevan ingredientes... peculiares, digamos. <STOP>En fin, te sorprendería saber lo que eres capaz de comer tras un par de días sin pegar ojo"".<PAGE>"
"""Vou garantir que um quarto seja preparado para você para que possa ser o convidado de honra - <STOP>O quê? Você não pode vir? - <STOP>Você tem que lavar seu cabelo? - <STOP>Oh. Tudo bem. Bem, acho que é compreensível. Com todas as aventuras e tal.""","""I'll make sure that a room is prepared for you so you can be the guest of hon— <STOP>What? You can't come? <STOP>You have to wash your hair? <STOP>Oh. All right. Well, I guess that's understandable. What with the adventuring and all.""","""Me aseguraré de que te preparen una habitación para que puedas ser nuestro huésped de hon... <STOP>¿Qué? ¿Que no puedes asistir? <STOP>¿Que te tienes que lavar el pelo? <STOP>Ah, vale. Bueno, supongo que es comprensible tras tantas aventuras""."
"""Sinceramente, acho que esta cidade precisa de mais atividades de união em grupo como essa. Isso nos ajudará a nos conhecermos e também a promover a unidade em tempos de crise e assim por diante."" <PAGE>","""Truthfully, I think this town needs more group bonding activities like that. It'll help us get to know each other, and also promote unity in times of crisis and so forth.""<PAGE>","""En serio, creo que a esta aldea le vendría muy bien tener actividades de este tipo. Nos ayudaría a conocernos mejor los unos a los otros y a mantenernos unidos en épocas de crisis"".<PAGE>"
"Weiss tossiu alto.","Weiss coughed loudly.","Weiss tosió ruidosamente."
"""Quanto mais tempo devemos suportar o insuportável bater de boca deste tolo?"" sussurrou para <NIER>.","""How much longer must we bear the insufferable flapping of this fool's gums?"" he whispered to <NIER>.","""¿Cuánto tiempo más vamos a tener que seguir aguantando la insufrible cháchara de este memo?"", le susurró a <NIER>."
"""Ah, deixe-o falar. Ele acabou de acordar. Provavelmente tem muito o que dizer.""","""Ah, let him talk. He just woke up. He probably has a lot he wants to say.""","""Ah, déjalo que hable. Acaba de despertarse. Seguro que hay un montón de cosas de las que quiere hablar""."
"Weiss suspirou.","Weiss sighed.","Weiss suspiró."
"""Deve ser isso que Popola quis dizer com brilhante e falante.""","""This must be what Popola meant by bright and talkative.""","""Seguro que Popola se refería a esto con lo de 'alegres y habladoras'""."
"Simplesmente não consigo suportar mais uma dessas conversas infernais. Vamos guardar isso para outra hora.","I simply cannot bear another of these infernal conversations. Let us save it for another time.","Ahora mismo no puedo soportar otra de estas conversaciones infernales. Dejémoslo para otro momento."
"""Oh! É você! Posso falar com você por um minuto? <STOP>Aqui, por aqui.""","""Oh! It's you! Can I talk to you for a minute? <STOP>Here, over here.""","""¡Ah! ¡Pero si eres tú! ¿Podemos hablar un momento? <STOP>Por aquí, por aquí""."
"""Esses são meus vizinhos. Eu estava apenas contando a eles sobre o sonho que tive. <STOP>Sabe? Aquele que você me salvou?""","""These are my neighbors. I was just telling them about the dream I had. <STOP>You know? The one you rescued me from?""","""Estos son vecinos míos. Les estaba contando el sueño que tuve. <STOP>Ya sabes, ese del que me rescataste""."
"""Eles não acreditam em mim. Dizem que estou inventando tudo. <STOP>Quem poderia inventar algo assim? Lembro-me da escuridão. Lembro-me dos gritos. <STOP>Escute, você tem que me apoiar aqui. Eles acham que estou louco. Eles precisam entender.""","""They don't believe me. They say I'm making the whole thing up. <STOP>Who could invent something like that? I remember the darkness. I remember the screams. <STOP>Listen, you have to back me up here. They think I'm crazy. They need to understand.""","""No me creen. Dicen que me lo estoy inventando. <STOP>¿Quién se inventaría algo así? Recuerdo la oscuridad, los gritos... <STOP>Mira, tienes que apoyarme en esto. Se creen que he perdido la chaveta. Tienen que entenderlo""."
"Conte a eles como você me tirou da cela e havia água por toda parte, e como estava subindo rapidamente. <STOP>Uma parte de mim estava convencida de que você me resgatou apenas para me deixar me afogar, sabe? Eu não quero me afogar. As pessoas falam sobre como é pacífico, mas acho que estão mentindo.","""Tell them how you pulled me out of that cell and there was water everywhere, and how it was rising so quickly. <STOP>Part of me was convinced you had rescued me only to let me drown, you know? I don't want to drown. People talk about how it's peaceful, but I think they're lying.""","""Cuéntales cómo me liberaste de la celda y que había agua por todas partes, subiendo a toda prisa. <STOP>Una parte de mí pensaba que me habías rescatado solo para dejar que me ahogase después. No quiero ahogarme. La gente dice que es una muerte muy tranquila, pero es mentira""."
"E conte a eles sobre os corpos. <STOP>Os corpos... Oh, deuses, havia tantos deles...","""And tell them about the bodies. <STOP>The bodies... Oh, gods, there were so many of them...""","""Y háblales de los cadáveres. <STOP>Los cadáveres... Por los dioses, había tantísimos...""."
"""Havia a sala com as camas e os cadáveres. Como pedaços de carvão...<STOP>Eu continuo pensando no fogo e em como ele deve ter sido quente, mas então eu não quero mais me lembrar disso, então penso no vinho. <STOP>Só que não era vinho; era sangue, e ainda estava quente. <STOP>Às vezes ainda consigo sentir o cheiro. Ao comer uma fatia de torta ou algo assim, tudo que consigo sentir é aquele sangue quente misturado com a água subindo. <STOP>Agora é difícil comer.<PAGE>""Quando vejo uma mesa, penso naquela festa, nos convidados e em como o carpete esmagava sob meus pés quando eu andava. <STOP>Não sei. É estranho. <STOP>As imagens talvez sejam as piores. Fico me perguntando se eles sabiam que iam morrer e como podiam ficar parados sabendo que cada pincelada da pintura era um passo mais perto da morte. <STOP>Penso frequentemente nessas coisas. Na verdade, tenho dificuldade para pensar em qualquer outra coisa. <STOP>Não durmo muito. Dormir é difícil. Vejo coisas terríveis quando fecho os olhos. <PAGE>""De qualquer forma, eu estava esperando que você pudesse dizer aos meus vizinhos para que eles ... <STOP>Hmm? Para onde eles foram?""","""There was the room with the beds and the corpses. Like pieces of charcoal... <STOP>I keep thinking about the fire and how hot it must have been, but then I don't want to remember it anymore, so I think about the wine. <STOP>Only it wasn't wine; it was blood, and it was still warm. <STOP>Sometimes I can still smell it. I'll be eating a piece of pie or something, and all I can smell is that warm blood mixing with the rising water. <STOP>It's hard to eat now.<PAGE>""When I see a table, I think about that feast, and the guests, and how the carpet squished beneath my feet when I walked. <STOP>I don't know. It's weird. <STOP>The pictures are maybe the worst. I keep wondering if they knew they were going to die, and how they could sit still knowing that each stroke of the brush is a step closer to death. <STOP>I think about stuff like that a lot now. Actually, I have a hard time thinking about anything else. <STOP>I don't sleep much. Sleep is hard. I see such terrible things when I close my eyes.<PAGE>""Anyway, I was hoping you could tell my neighbors so they'd... <STOP>Hmm? Where did they go?""","""Había una habitación llena de camas y de cadáveres. Negros como el carbón... <STOP>Recuerdo el fuego, y lo abrasador que tuvo que haber sido, pero nada más, así que pienso en el vino. <STOP>Pero no era vino, sino sangre, y todavía caliente. <STOP>A veces tengo la sensación de estar oliéndola. Estoy comiendo un trozo de pastel, o lo que sea, y se me llena la nariz de ese olor a sangre. <STOP>Ya apenas soy capaz de tragar nada.<PAGE>Cuando veo una mesa, me viene a la cabeza el banquete, con sus invitados, y la alfombra empapada bajo mis pies. <STOP>No sé. Es raro. <STOP>Lo peor quizá sean las imágenes. No dejo de preguntarme si eran conscientes de que iban a morir, y cómo podían mantenerse tan impertérritos a sabiendas de que cada pincelada los acercaba más a la muerte. <STOP>Pienso mucho en todo ello. De hecho, apenas consigo pensar en nada más. <STOP>Casi no pego ojo. Me cuesta mucho conciliar el sueño. Veo cosas demasiado horribles cuando lo hago.<PAGE>Bueno, el caso es que esperaba que pudieras contárselo a mis vecinos para que...<STOP>¿Mmm? ¿Dónde se han metido?""."
"""Eles saíram há algum tempo"", disse <NIER> calmamente.","""They left a while ago,"" said <NIER> quietly.","""Se marcharon hace ya rato"", contestó <NIER> tranquilamente."
"""Sem dúvida eles acham seu sonho um pouco... perturbador"", disse Weiss. ""Talvez você pudesse encontrar algo mais para conversar com eles, mmm? Como o clima. Ou gatinhos.""","""Doubtless they find your dream a bit...disturbing,"" said Weiss. ""Perhaps you could find something else to talk about with them, mmm? Such as the weather. Or kittens.""","""Seguramente debido a que encuentran tu sueño un tanto... inquietante"", añadió Weiss. ""Quizá podrías hablar con ellos sobre algún otro tema. No sé, sobre el clima... o sobre gatitos""."
"A aldeã sorriu suavemente para <NIER>, mas o sorriso logo desapareceu de seu rosto. Conforme os dois recuavam lentamente, era possível ver lágrimas começando a cair dos cantos de seus olhos.","The villager smiled softly at <NIER>, but the smile soon faded from her face. As the two of them slowly backed away, they could see tears beginning to fall from the corners of her eyes.","La aldeana sonrió ligeramente a <NIER>, pero apenas durante un instante. Cuando se giraron para irse, percibieron las lágrimas que comenzaban a formarse en las comisuras de sus ojos."
"Eu simplesmente não aguentaria outra dessas conversas infernais. Vamos deixar isso para outro momento.","I simply cannot bear another of these infernal conversations. Let us save it for another time.","Ahora mismo no puedo soportar otra de estas conversaciones infernales. Dejémoslo para otro momento."
"""Ah, ei! É você! O cara que me salvou daquela cidade louca! <STOP>É ótimo falar com você novamente. Você é meu herói, sabia? <STOP>Ah, pare com isso, não seja tímido. Está tudo bem. O prefeito até disse que vamos construir uma estátua para você e tudo!""","""Oh, hey! It's you! The guy who saved me from that crazy city! <STOP>It's great to talk to you again. You're my hero, you know that? <STOP>Oh, come on, don't be shy. It's all right. The mayor even said we're going to build you a statue and everything!""","""¡Ah, hola! ¡Pero si eres tú! ¡El que me salvó de esa ciudad de locos! <STOP>Es estupendo poder volver a hablar contigo. Eres mi héroe, ¿sabes? <STOP>Ay, vamos, no seas tímido. No pasa nada. ¡Si hasta el alcalde ha dicho que te íbamos a construir una estatua y todo!""."
"Ouvi dizer que você tem viajado pelo mundo. Parabéns! <STOP> Viajar é a chave para a felicidade, sabe? Sair pelo mundo, conhecer seus semelhantes cara a cara... Isso realmente muda a maneira como você vê as coisas. Eu acho que mudanças assim serão vitais no novo mundo que está por vir. <STOP>... Eu? Não, eu nunca viajei. Nunca saí desta vila, para te dizer a verdade. Ainda assim, gostaria de sair um dia.","""I hear you've been traveling the world. Good for you! <STOP>Travel is the key to happiness, you know? Getting out in the world, meeting your fellow humans face-to-face... It really changes the way you see things. I think change like that will be vital in the new world that's coming. <STOP>...How's that? Me? No, I've never traveled. Never left this village, to tell you the truth. Still, I'd like to get out someday.""","""Tengo entendido que has viajado por todo el mundo. ¡Qué envidia me das! <STOP>Viajar es la clave de la felicidad. Ver mundo, conocer cara a cara a otras personas... Cambia la forma en la que ves las cosas. Y los cambios así creo que van a ser vitales en el nuevo mundo que nos espera. <STOP>¿Cómo? ¿Yo? No, yo no he salido de esta aldea, a decir verdad. Pero espero hacerlo algún día""."
"Eu acho que o nosso mundo está morrendo. Sério! Pense nisso! <STOP> Temos o Rabisco Negro, as Sombras, as doenças misteriosas como o Sonho da Morte... É como se algo estivesse tentando nos dar um aviso.","""I think our world is dying. Seriously! Think about it! <STOP>You've got the Black Scrawl, the Shades, the mysterious illnesses like the Deathdream... It's like something is trying to give us a warning.""","""Creo que nuestro mundo agoniza. ¡En serio! Tú piénsalo bien. <STOP>Tenemos la necrosis rúnica, las Sombras, las enfermedades misteriosas como el sueño mortal... Es como si algo nos estuviera poniendo sobre aviso""."
"Na verdade, tenho certeza de que esta <FONT=ITALIC>é</FONT> um aviso. Precisamos mudar nossos caminhos antes que seja tarde demais!","""In fact, I'm sure this <FONT=ITALIC>is</FONT> a warning. We need to change our ways before it's too late!""","""De hecho, no tengo ninguna duda de que <FONT=ITALIC>se trata</FONT> de un aviso. ¡Tenemos que cambiar nuestra forma de hacer las cosas antes de que sea demasiado tarde!""."
"""Eu gostaria de ajudar a mudar o mundo, mas sou apenas um simples vilarejo. Não como vocês! Vocês estão na linha de frente de tudo, correndo com espadas e feitiços mágicos e coisas assim. <STOP>Hey, eu sei! Talvez possamos unir forças e mudar o mundo juntos! Quero dizer, com a sua experiência e talento e meu...bem, seja lá o que eu tenho. <STOP>De qualquer forma, acho que realmente poderíamos fazer a diferença.""","""I'd like to help change the world, but I'm just a simple villager. Not like you guys! You're on the front lines of everything, rushing in with swords and magic spells and stuff like that. <STOP>Hey, I know! Maybe we can join forces and change the world together! I mean, with your experience and talent and my...uh...well, whatever I have. <STOP>Anyway, I think we could really make a difference.""","""Me gustaría aportar mi granito de arena para salvar el mundo, pero no soy más que un humilde aldeano. ¡No como vosotros! Vosotros estáis a la vanguardia de todo, cargando con espadas, hechizos y toda esa parafernalia. <STOP>¡Ya sé! ¡Podemos aliarnos y cambiar el mundo juntos! Con vuestra experiencia y talento, y con mi... eh... bueno, lo que sea que pueda aportar yo. <STOP>Vamos, que creo que podríamos llegar a marcar la diferencia""."
"""Este mundo precisa de um líder; alguém que possa unir as pessoas em um propósito comum. <STOP> Ele provavelmente teria que ser meio durão também. Quer dizer, este não é um mundo que aprecia discussões calmas, sabe? <STOP> Ele também precisaria ser inteligente e ter a habilidade de olhar pra frente e pensar no que é melhor para o futuro. <STOP> Aposto que você seria perfeito! O que você acha!?""","""This world needs a leader; someone who can unite the people in common purpose. <STOP>He'd probably have to be kind of tough, too. I mean, this isn't a world that appreciates calm discussion, you know? <STOP>He'd also need to be smart, and have the ability to look down the road and think about what's best for the future. <STOP>I bet you'd be perfect! Whaddya say!?""","""Este mundo necesita un líder, alguien que pueda unir a la gente hacia un objetivo común. <STOP>Y también debería ser bastante fuerte. A ver, en este mundo no se gana demasiado por las buenas, ¿sabes? <STOP>También debería ser inteligente, y con la capacidad de pensar de antemano lo que es mejor para el futuro. <STOP>¡Tú serías el candidato ideal! ¡¿Qué me dices?!""."
"""... Huh? Você acha que <FONT=ITALIC>eu</FONT> deveria fazer isso? <STOP> Oh, não! Não, não é... <STOP> Quer dizer, obrigado e tudo mais, mas não obrigado. Eu não sou do tipo que gosta de ficar na frente das câmeras. <STOP> Eu prefiro ficar no fundo e ajudar de lá. Sabe, como um conselheiro ou um mestre de marionetes ou como eles são chamados. <STOP> Na verdade, eu acho que seria bom nisso.""","""...Huh? You think <FONT=ITALIC>I</FONT> should do it? <STOP>Oh, no! No, that's not... <STOP>I mean, thanks and everything, but no thanks. I'm not a public limelight kind of guy. <STOP>I'd rather hang around the background and help from there. You know! Like an advisor or a puppetmaster or whatever they're called. <STOP>Actually, I think I'd be pretty good at that.""","""¿Eh? ¿Que debería serlo <FONT=ITALIC>yo</FONT>? <STOP>¡Ah, no! De eso na... <STOP>A ver, gracias, y eso, pero no, gracias. No me gusta acaparar la atención. <STOP>Lo mío es más bien ayudar desde las sombras. Como un consejero, el que maneja los hilos, o cómo se diga. <STOP>Lo cierto es que creo que no se me daría nada mal""."
